RespondentID,Personal_JavaScalaSpark,Personal_JavaScriptHTMLCSS,Personal_Python,Personal_R,Personal_SAS,Professional_JavaScalaSpark,Professional_JavaScriptHTMLCSS,Professional_Python,Professional_R,Professional_SAS,Industry_JavaScalaSpark,Industry_JavaScriptHTMLCSS,Industry_Python,Industry_R,Industry_SAS,Python_Course_Interest,Foundations_DE_Course_Interest,Analytics_App_Course_Interest,Systems_Analysis_Course_Interest,Courses_Completed,PREDICT400,PREDICT401,PREDICT410,PREDICT411,PREDICT413,PREDICT420,PREDICT422,PREDICT450,PREDICT451,PREDICT452,PREDICT453,PREDICT454,PREDICT455,PREDICT456,PREDICT457,OtherPython,OtherR,OtherSAS,Other,Graduate_Date
5112833138,5,5,40,40,10,0,0,70,30,0,10,15,50,20,5,100,50,80,10,5,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),,,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Winter 2018
5112563347,5,0,35,35,25,0,0,5,15,80,0,0,5,25,70,90,75,60,40,12,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,,,,PREDICT 455 Data Visualization (R),,,,Other Course with R as the Primary Language,,,Fall 2016
5112559054,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,100,100,100,100,2,PREDICT 400 Math for Modelers (Python),,,,,,,,,,,,,,,,,,,Summer 2018
5112555929,10,20,20,20,30,10,20,20,20,30,10,20,20,20,30,80,70,100,80,9,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,,,,,,,Other Course with Python as the Primary Language,Other Course with R as the Primary Language,Other Course with SAS as the Primary Language,,Winter 2018
5112555665,25,0,15,60,0,10,0,15,50,25,0,0,0,50,50,1,50,52,76,NA,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,PREDICT 420 Database Systems and Data Preparation (Python),,PREDICT 450 Marketing Analytics (R),,,,,,,,,,,,Spring 2018
5112529591,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,75,50,5,5,5,PREDICT 400 Math for Modelers (Python),,PREDICT 410 Regression and Multivariate Analysis (SAS),,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Winter 2019
5112510961,0,10,60,30,0,0,20,60,20,0,0,20,60,20,0,80,70,85,100,4,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),,,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Fall 2017
5112485189,5,5,40,30,20,0,0,20,40,40,0,0,20,30,50,100,100,7,3,12,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),,PREDICT 450 Marketing Analytics (R),PREDICT 451 Risk Analytics (R),,,,,,,,Other Course with R as the Primary Language,,,Fall 2016
5112474389,10,5,40,40,5,0,0,40,40,20,15,5,30,30,20,100,85,75,65,2,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),,,,,,,,,,,,,,,,,,Fall 2018
5112455919,0,0,30,60,10,0,0,30,60,10,0,0,30,50,20,81,79,20,11,10,,PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,,,PREDICT 450 Marketing Analytics (R),,PREDICT 452 Web Analytics and Network Data Science (Python),,,,,,,,,,Winter 2017
5112382715,10,10,30,40,10,10,10,25,35,20,10,10,30,35,15,83,81,92,80,8,,PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),PREDICT 450 Marketing Analytics (R),,,,,,,,,,,,Winter 2018
5112368591,10,0,30,30,30,10,0,33,33,24,10,0,30,30,30,90,100,100,100,6,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Summer 2017
5112290897,20,20,20,20,20,5,10,50,30,5,5,10,50,30,5,100,100,100,100,3,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),,,,,,,,,,,,,,,,,,Winter 2019
5112253051,0,0,0,25,75,0,0,0,0,100,0,0,0,25,75,0,0,0,0,5,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Summer 2018
5112212723,10,5,30,45,10,0,0,50,40,10,0,0,45,45,10,20,100,10,10,10,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,,,,,,,,,,,Winter 2017
5112199649,70,0,20,10,0,20,0,70,10,0,40,0,40,20,0,50,15,25,100,5,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,Predict 402,Fall 2017
5111622734,0,1,33,33,33,0,1,33,33,33,0,1,33,33,33,100,0,100,100,7,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,PREDICT 457 Sports Management Analytics (R),,,,,Spring 2018
5111504015,18,9,28,18,27,5,5,45,15,30,0,10,40,30,20,35,70,85,85,2,PREDICT 400 Math for Modelers (Python),,,,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Winter 2018
5111503402,0,0,10,70,20,0,0,0,100,0,20,20,25,25,10,35,70,2,10,6,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Winter 2018
5111454402,0,0,20,50,30,20,20,20,20,20,0,0,20,50,30,69,31,1,5,9,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,PREDICT 451 Risk Analytics (R),,,,,,,,,,,Summer 2017
5111200817,30,0,0,50,20,80,10,0,0,10,60,0,0,20,20,1,80,80,90,11,,PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),,,,,,,,,,,,,,,Fall 2016
5111168215,20,0,40,30,10,20,0,40,30,10,20,0,40,35,5,70,90,80,60,9,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,,,,,,,,,,,Summer 2017
5111156678,40,0,20,20,20,20,0,20,20,40,30,0,40,20,10,100,0,0,100,12,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),PREDICT 450 Marketing Analytics (R),,,,,,,,,Other Course with R as the Primary Language,,,Fall 2016
5111062517,30,0,30,30,10,30,0,30,30,10,50,0,25,25,0,41,NA,61,59,11,,,PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),,,,PREDICT 451 Risk Analytics (R),,,PREDICT 454 Advanced Modeling Techniques (R),,,,,,,,Fall 2016
5111056463,20,0,0,40,40,15,5,10,30,40,5,5,10,30,50,20,60,70,80,7,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Spring 2018
5110957277,0,0,30,50,20,0,0,30,50,20,0,0,30,50,20,0,0,75,75,3,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),,,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Summer 2018
5110915842,15,15,50,20,0,15,15,50,20,0,15,15,50,20,0,100,100,100,100,4,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),,,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Spring 2019
5110712343,0,0,50,20,30,20,20,20,20,20,0,20,25,25,30,99,26,25,29,7,,PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Winter 2018
5110418963,35,0,40,25,0,50,0,50,0,0,70,0,30,0,0,40,40,75,75,6,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Winter 2019
5110352401,33,0,33,34,0,20,0,40,40,0,40,0,30,30,0,100,100,100,100,5,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),,,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,Other Course with R as the Primary Language,,Predict 480,Spring 2019
5110327343,0,0,50,50,0,0,0,50,50,0,0,0,50,50,0,90,70,20,10,4,,PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,PREDICT 455 Data Visualization (R),,,,,,,Fall 2019
5110303458,5,10,40,40,5,5,10,40,40,5,5,10,40,40,5,100,100,100,100,2,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),,,,,,,,,,,,,,,,,,Summer 2019
5110270448,0,0,40,40,20,0,0,50,50,0,0,0,40,60,0,100,80,50,100,4,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),,,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Winter 2019
5110255813,15,10,25,35,15,5,5,35,50,5,5,5,15,45,30,73,68,62,75,12,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),,,PREDICT 452 Web Analytics and Network Data Science (Python),,,PREDICT 455 Data Visualization (R),,,Other Course with Python as the Primary Language,Other Course with R as the Primary Language,,,Fall 2016
5110241032,15,5,40,40,0,5,5,45,45,0,20,20,30,30,0,100,100,50,50,2,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),,,,,,,,,,,,,,,,,,Spring 2018
5110217530,0,0,50,50,0,0,0,100,0,0,20,0,80,0,0,100,0,0,0,8,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,PREDICT 455 Data Visualization (R),,,,,,,Fall 2017
5110139306,15,10,30,30,15,15,10,30,30,15,15,10,30,30,15,100,30,100,100,10,,PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),,PREDICT 422 Practical Machine Learning (R),,,PREDICT 452 Web Analytics and Network Data Science (Python),,,,,,,,,,Winter 2017
5110022069,5,5,25,40,25,5,10,20,30,35,5,10,0,40,45,13,0,0,0,7,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Spring 2018
5109994528,0,0,10,45,45,0,0,20,40,40,10,10,20,30,30,60,80,80,60,12,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),,PREDICT 422 Practical Machine Learning (R),,,,,,PREDICT 455 Data Visualization (R),,,,Other Course with R as the Primary Language,Other Course with SAS as the Primary Language,"599 thesis(SAS with R), 499 independent study (SAS), 417 database systems",Summer 2017
5109993976,25,5,20,25,25,15,5,20,30,30,15,5,20,30,30,100,30,20,20,10,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),PREDICT 422 Practical Machine Learning (R),PREDICT 450 Marketing Analytics (R),PREDICT 451 Risk Analytics (R),,,,,,,,,,,Winter 2017
5109980456,5,5,40,40,10,0,0,60,40,0,5,5,50,30,10,100,95,75,50,9,,PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,,,,,,,,,,,,Other Course with R as the Primary Language,,490 - Special Topic -- Data Visualization,Fall 2016
5109980180,5,15,40,30,10,10,0,30,30,30,5,0,40,40,15,15,5,70,60,1,PREDICT 400 Math for Modelers (Python),,,,,,,,,,,,,,,,,,,Winter 2018
5109975958,0,0,75,15,10,5,5,70,10,10,5,5,60,20,10,30,70,20,20,2,PREDICT 400 Math for Modelers (Python),,,,,,,,,,,,,,,,,,,Fall 2018
5109972944,0,0,0,50,50,0,0,0,50,50,0,0,0,50,50,75,75,25,25,10,,,PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),,,,,,,,,PREDICT 455 Data Visualization (R),,,,,,,Spring 2017
5109962530,10,10,33,33,14,12,13,25,25,25,20,20,20,20,20,100,50,75,25,6,,PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,2020 or Later
5109927686,0,0,40,40,20,0,0,40,50,10,0,0,50,40,10,100,26,2,8,3,PREDICT 400 Math for Modelers (Python),,,,,PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Winter 2018
5109817376,10,0,10,60,20,0,0,0,70,30,0,0,0,50,50,70,50,80,60,5,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),,,,,,,,,,,,,,,Summer 2018
5109806898,0,0,30,70,0,0,0,30,70,0,0,0,30,50,20,30,NA,NA,NA,7,PREDICT 400 Math for Modelers (Python),PREDICT 401 Introduction to Statistical Analysis (R),PREDICT 410 Regression and Multivariate Analysis (SAS),PREDICT 411 Generalized Linear Models (SAS),PREDICT 413 Time Series Analysis and Forecasting (R),PREDICT 420 Database Systems and Data Preparation (Python),,,,,,,,,,,,,,Fall 2018
